technology,analysis_group,condition,radius_um,total_cells,n_cells_observed,n_cells_zero,pct_cells_observed,pct_zero_of_observed,mean_intersections,sem_intersections,majority_observed,majority_zero_observed
DREADD,Group III (Effector only),None_CNO,20.0,12,11,0,0.9166666666666666,0.0,11.636363636363637,2.1920215960811036,True,False
DREADD,Group III (Effector only),None_CNO,25.0,12,11,0,0.9166666666666666,0.0,11.090909090909092,1.8362736251567418,True,False
DREADD,Group III (Effector only),None_CNO,30.0,12,11,0,0.9166666666666666,0.0,12.272727272727273,2.115273071092538,True,False
DREADD,Group III (Effector only),None_CNO,35.0,12,11,0,0.9166666666666666,0.0,13.636363636363637,2.615592153614471,True,False
DREADD,Group III (Effector only),None_CNO,40.0,12,11,0,0.9166666666666666,0.0,13.454545454545455,2.4619417183989936,True,False
DREADD,Group III (Effector only),None_CNO,45.0,12,11,0,0.9166666666666666,0.0,12.818181818181818,2.3386794324155042,True,False
DREADD,Group III (Effector only),None_CNO,50.0,12,11,0,0.9166666666666666,0.0,13.090909090909092,2.333372687586266,True,False
DREADD,Group III (Effector only),None_CNO,55.0,12,11,0,0.9166666666666666,0.0,13.0,2.3432688900143517,True,False
DREADD,Group III (Effector only),None_CNO,60.0,12,11,0,0.9166666666666666,0.0,13.363636363636363,2.1837112999026025,True,False
DREADD,Group III (Effector only),None_CNO,65.0,12,11,0,0.9166666666666666,0.0,14.0,2.453198283502949,True,False
DREADD,Group III (Effector only),None_CNO,70.0,12,11,0,0.9166666666666666,0.0,12.181818181818182,1.9060581972331456,True,False
DREADD,Group III (Effector only),None_CNO,75.0,12,11,0,0.9166666666666666,0.0,12.545454545454545,1.9276157499197923,True,False
DREADD,Group III (Effector only),None_CNO,80.0,12,11,0,0.9166666666666666,0.0,11.636363636363637,1.8304134022511134,True,False
DREADD,Group III (Effector only),None_CNO,85.0,12,10,0,0.8333333333333334,0.0,11.2,1.5114378731672844,True,False
DREADD,Group III (Effector only),None_CNO,90.0,12,10,0,0.8333333333333334,0.0,10.2,1.717879830230017,True,False
DREADD,Group III (Effector only),None_CNO,95.0,12,10,0,0.8333333333333334,0.0,9.9,1.6696639715157593,True,False
DREADD,Group III (Effector only),None_CNO,100.0,12,10,0,0.8333333333333334,0.0,9.4,1.6069294390925266,True,False
DREADD,Group III (Effector only),None_CNO,105.0,12,10,0,0.8333333333333334,0.0,8.9,1.32874209519965,True,False
DREADD,Group III (Effector only),None_CNO,110.0,12,10,0,0.8333333333333334,0.0,8.0,1.577621275493231,True,False
DREADD,Group III (Effector only),None_CNO,115.0,12,10,0,0.8333333333333334,0.0,7.7,1.6058919293927874,True,False
DREADD,Group III (Effector only),None_CNO,120.0,12,10,0,0.8333333333333334,0.0,7.1,1.4564034849968985,True,False
DREADD,Group III (Effector only),None_CNO,125.0,12,10,0,0.8333333333333334,0.0,6.4,1.2578641509408806,True,False
DREADD,Group III (Effector only),None_CNO,130.0,12,10,0,0.8333333333333334,0.0,7.4,1.2754084313139327,True,False
DREADD,Group III (Effector only),None_CNO,135.0,12,10,0,0.8333333333333334,0.0,5.9,1.0588253449512393,True,False
DREADD,Group III (Effector only),None_CNO,140.0,12,10,0,0.8333333333333334,0.0,5.9,1.242309676905615,True,False
DREADD,Group III (Effector only),None_CNO,145.0,12,10,0,0.8333333333333334,0.0,5.8,1.1135528725660044,True,False
DREADD,Group III (Effector only),None_CNO,150.0,12,10,0,0.8333333333333334,0.0,4.8,1.1135528725660044,True,False
DREADD,Group III (Effector only),None_CNO,155.0,12,8,0,0.6666666666666666,0.0,5.375,1.2238332636200313,True,False
DREADD,Group III (Effector only),None_CNO,160.0,12,8,0,0.6666666666666666,0.0,5.0,1.224744871391589,True,False
DREADD,Group III (Effector only),None_CNO,165.0,12,8,0,0.6666666666666666,0.0,4.0,0.9819805060619657,True,False
DREADD,Group III (Effector only),None_CNO,170.0,12,7,0,0.5833333333333334,0.0,3.857142857142857,1.0562415720389922,True,False
DREADD,Group III (Effector only),None_CNO,175.0,12,7,0,0.5833333333333334,0.0,3.142857142857143,1.1004019055515564,True,False
DREADD,Group III (Effector only),None_CNO,180.0,12,7,0,0.5833333333333334,0.0,3.0,1.0910894511799618,True,False
DREADD,Group III (Effector only),None_CNO,185.0,12,6,0,0.5,0.0,2.5,0.8062257748298549,True,False
DREADD,Group III (Effector only),None_CNO,190.0,12,6,0,0.5,0.0,2.3333333333333335,0.8027729719194863,True,False
DREADD,Group III (Effector only),None_CNO,195.0,12,6,0,0.5,0.0,2.3333333333333335,0.8027729719194863,True,False
DREADD,Group III (Effector only),None_CNO,200.0,12,5,0,0.4166666666666667,0.0,2.2,0.7348469228349535,False,False
DREADD,Group III (Effector only),None_CNO,205.0,12,5,0,0.4166666666666667,0.0,2.0,0.7745966692414834,False,False
DREADD,Group III (Effector only),None_CNO,210.0,12,5,0,0.4166666666666667,0.0,3.2,1.9595917942265424,False,False
DREADD,Group III (Effector only),None_CNO,215.0,12,5,0,0.4166666666666667,0.0,2.0,0.7745966692414834,False,False
DREADD,Group III (Effector only),None_CNO,220.0,12,5,0,0.4166666666666667,0.0,2.2,0.5830951894845301,False,False
DREADD,Group III (Effector only),None_CNO,225.0,12,5,0,0.4166666666666667,0.0,2.2,0.58309518948453,False,False
DREADD,Group III (Effector only),None_CNO,230.0,12,5,0,0.4166666666666667,0.0,1.6,0.6,False,False
DREADD,Group III (Effector only),None_CNO,235.0,12,5,0,0.4166666666666667,0.0,1.6,0.6,False,False
DREADD,Group III (Effector only),None_CNO,240.0,12,5,0,0.4166666666666667,0.0,1.6,0.6,False,False
DREADD,Group III (Effector only),None_CNO,245.0,12,5,0,0.4166666666666667,0.0,1.6,0.6,False,False
DREADD,Group III (Effector only),None_CNO,250.0,12,3,0,0.25,0.0,1.3333333333333333,0.3333333333333333,False,False
DREADD,Group III (Effector only),None_CNO,255.0,12,3,0,0.25,0.0,2.6666666666666665,1.2018504251546631,False,False
DREADD,Group III (Effector only),None_CNO,260.0,12,3,0,0.25,0.0,1.3333333333333333,0.3333333333333333,False,False
DREADD,Group III (Effector only),None_CNO,265.0,12,3,0,0.25,0.0,2.0,1.0,False,False
DREADD,Group III (Effector only),None_CNO,270.0,12,3,0,0.25,0.0,1.6666666666666667,0.3333333333333333,False,False
DREADD,Group III (Effector only),None_CNO,275.0,12,2,0,0.16666666666666666,0.0,1.5,0.5,False,False
DREADD,Group III (Effector only),None_CNO,280.0,12,2,0,0.16666666666666666,0.0,1.5,0.5,False,False
DREADD,Group III (Effector only),None_CNO,285.0,12,2,0,0.16666666666666666,0.0,1.5,0.5,False,False
DREADD,Group III (Effector only),None_CNO,290.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,295.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,300.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,305.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,310.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,315.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,320.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,325.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,330.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,335.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,340.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,345.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,350.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,10.0,12,8,0,0.6666666666666666,0.0,2.125,0.35038244411336755,True,False
EYFP,Group I (Activation),EYFP_Control_Media,15.0,12,11,0,0.9166666666666666,0.0,4.363636363636363,0.6911482839544805,True,False
EYFP,Group I (Activation),EYFP_Control_Media,20.0,12,11,0,0.9166666666666666,0.0,5.545454545454546,0.790438731610333,True,False
EYFP,Group I (Activation),EYFP_Control_Media,25.0,12,11,0,0.9166666666666666,0.0,5.909090909090909,0.7192741979946357,True,False
EYFP,Group I (Activation),EYFP_Control_Media,30.0,12,11,0,0.9166666666666666,0.0,6.090909090909091,0.7065221537354708,True,False
EYFP,Group I (Activation),EYFP_Control_Media,35.0,12,11,0,0.9166666666666666,0.0,6.2727272727272725,0.6479465338620167,True,False
EYFP,Group I (Activation),EYFP_Control_Media,40.0,12,11,0,0.9166666666666666,0.0,6.545454545454546,0.7306738653603679,True,False
EYFP,Group I (Activation),EYFP_Control_Media,45.0,12,11,0,0.9166666666666666,0.0,6.818181818181818,0.6717437527967696,True,False
EYFP,Group I (Activation),EYFP_Control_Media,50.0,12,11,0,0.9166666666666666,0.0,6.909090909090909,0.6668043934869908,True,False
EYFP,Group I (Activation),EYFP_Control_Media,55.0,12,11,0,0.9166666666666666,0.0,7.2727272727272725,0.7638527831854547,True,False
EYFP,Group I (Activation),EYFP_Control_Media,60.0,12,11,0,0.9166666666666666,0.0,7.545454545454546,0.7670917494446905,True,False
EYFP,Group I (Activation),EYFP_Control_Media,65.0,12,11,0,0.9166666666666666,0.0,7.909090909090909,0.9090909090909091,True,False
EYFP,Group I (Activation),EYFP_Control_Media,70.0,12,11,0,0.9166666666666666,0.0,8.090909090909092,0.8785788675163323,True,False
EYFP,Group I (Activation),EYFP_Control_Media,75.0,12,11,0,0.9166666666666666,0.0,7.818181818181818,0.8614805629441552,True,False
EYFP,Group I (Activation),EYFP_Control_Media,80.0,12,11,0,0.9166666666666666,0.0,7.909090909090909,0.8361659845503214,True,False
EYFP,Group I (Activation),EYFP_Control_Media,85.0,12,11,0,0.9166666666666666,0.0,7.545454545454546,0.824220142301319,True,False
EYFP,Group I (Activation),EYFP_Control_Media,90.0,12,11,0,0.9166666666666666,0.0,7.545454545454546,0.9663768920667863,True,False
EYFP,Group I (Activation),EYFP_Control_Media,95.0,12,11,0,0.9166666666666666,0.0,7.454545454545454,0.8018573480436344,True,False
EYFP,Group I (Activation),EYFP_Control_Media,100.0,12,11,0,0.9166666666666666,0.0,7.454545454545454,0.8018573480436344,True,False
EYFP,Group I (Activation),EYFP_Control_Media,105.0,12,11,0,0.9166666666666666,0.0,7.181818181818182,0.6717437527967697,True,False
EYFP,Group I (Activation),EYFP_Control_Media,110.0,12,11,0,0.9166666666666666,0.0,7.181818181818182,0.818181818181818,True,False
EYFP,Group I (Activation),EYFP_Control_Media,115.0,12,11,0,0.9166666666666666,0.0,7.2727272727272725,0.8537714095908289,True,False
EYFP,Group I (Activation),EYFP_Control_Media,120.0,12,11,0,0.9166666666666666,0.0,7.0,0.8633970960424556,True,False
EYFP,Group I (Activation),EYFP_Control_Media,125.0,12,11,0,0.9166666666666666,0.0,6.7272727272727275,0.8430562268632458,True,False
EYFP,Group I (Activation),EYFP_Control_Media,130.0,12,11,0,0.9166666666666666,0.0,6.545454545454546,0.7181242784775089,True,False
EYFP,Group I (Activation),EYFP_Control_Media,135.0,12,11,0,0.9166666666666666,0.0,6.181818181818182,0.6580713116674131,True,False
EYFP,Group I (Activation),EYFP_Control_Media,140.0,12,11,0,0.9166666666666666,0.0,6.181818181818182,0.6298366572977736,True,False
EYFP,Group I (Activation),EYFP_Control_Media,145.0,12,11,0,0.9166666666666666,0.0,5.818181818181818,0.6152336114795866,True,False
EYFP,Group I (Activation),EYFP_Control_Media,150.0,12,11,0,0.9166666666666666,0.0,5.090909090909091,0.7192741979946357,True,False
EYFP,Group I (Activation),EYFP_Control_Media,155.0,12,11,0,0.9166666666666666,0.0,5.0,0.674199862463242,True,False
EYFP,Group I (Activation),EYFP_Control_Media,160.0,12,11,0,0.9166666666666666,0.0,4.7272727272727275,0.6479465338620168,True,False
EYFP,Group I (Activation),EYFP_Control_Media,165.0,12,11,0,0.9166666666666666,0.0,4.454545454545454,0.6517617574158153,True,False
EYFP,Group I (Activation),EYFP_Control_Media,170.0,12,11,0,0.9166666666666666,0.0,4.090909090909091,0.6389557596656573,True,False
EYFP,Group I (Activation),EYFP_Control_Media,175.0,12,11,0,0.9166666666666666,0.0,3.909090909090909,0.6803013430498076,True,False
