sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,control_condition,treatment_condition,n_control,n_treatment,mean_auc_control,mean_auc_treatment,mean_difference_treatment_minus_control,dunnett_statistic,dunnett_pvalue_adjusted,ci_low_difference,ci_high_difference,significant_dunnett_adjusted_alpha
336,6,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,9,1254.4444444444443,1596.111111111111,341.66666666666674,1.9843264753273056,0.1344526995999129,-81.14171857779206,764.4750519111255,False
336,6,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1254.4444444444443,1357.2222222222222,102.77777777777783,0.5969112161553686,0.8787973446796092,-320.030607466681,525.5861630222366,False
336,6,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,11,1254.4444444444443,1114.7727272727273,-139.6717171717171,-0.8507761981901734,0.7268397363673784,-542.8036949216466,263.46026057821246,False
337,5,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,10,1299.7727272727273,1551.25,251.47727272727275,1.5841305213139958,0.28588262732314096,-140.01121181166974,642.9657572662152,False
337,5,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,7,1299.7727272727273,1463.2142857142858,163.44155844155853,0.9304159124767893,0.6866572021607424,-269.76655037309973,596.6496672562168,False
337,5,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,11,1299.7727272727273,1103.8636363636363,-195.909090909091,-1.264565877040196,0.4633000210237027,-577.9627315291557,186.1445497109737,False
338,5,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,10,1365.75,1573.75,208.0,1.2889381065352017,0.441043944949458,-188.71620188283316,604.7162018828332,False
338,5,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1365.75,1330.3125,-35.4375,-0.20704061237967458,0.9938054516597007,-456.2185748368841,385.3435748368841,False
338,5,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,11,1365.75,1103.8636363636363,-261.88636363636374,-1.6610523002863116,0.24675442368017675,-649.4814335906535,125.7087063179261,False
339,8,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,10,1430.625,1551.25,120.625,0.676150353816348,0.8324734581477979,-317.62243502314135,558.8724350231414,False
339,8,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,8,1430.625,1371.5625,-59.0625,-0.31407909715881166,0.9778065109017092,-521.0158577999244,402.89085779992445,False
339,8,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,10,1430.625,1063.75,-366.875,-2.056478019120188,0.11628825113593999,-805.1224350231414,71.37243502314135,False
340,4,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,12,1330.8333333333333,1506.25,175.41666666666674,1.1670198968136027,0.5088372787768156,-192.12236486780262,542.9556982011361,False
340,4,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,8,1330.8333333333333,1447.8125,116.97916666666674,0.7062451635717968,0.8159338264661389,-288.0291202787123,521.9874536120458,False
340,4,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,11,1330.8333333333333,1103.8636363636363,-226.969696969697,-1.4814113007675913,0.3239425029449694,-601.6001673001914,147.6607733607974,False
341,7,DREADD/CNO__r1__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,8,1224.0,1610.9375,386.9375,2.317006246319126,0.06961701690724453,-25.34145395926936,799.2164539592693,False
341,7,DREADD/CNO__r1__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,9,1224.0,1357.2222222222222,133.22222222222217,0.8235666850201793,0.7539609663256089,-266.1293993015808,532.5738437460252,False
341,7,DREADD/CNO__r1__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,10,1224.0,1136.75,-87.25,-0.5541509474329067,0.9042591417327451,-475.9503254467944,301.4503254467944,False
342,7,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,10,1338.75,1487.75,149.0,0.8746051889684795,0.7036561837434099,-268.7445496969013,566.7445496969012,False
342,7,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,9,1338.75,1357.2222222222222,18.47222222222217,0.10584685838555385,0.9990700419271148,-409.4627164135977,446.40716085804206,False
342,7,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,10,1338.75,1022.75,-316.0,-1.8548673806311378,0.16964185034864077,-733.7445496969012,101.74454969690129,False
343,3,CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,12,1177.2222222222222,1506.25,329.0277777777778,2.1253689691627313,0.0987992609229954,-48.54927386227496,706.6048294178306,False
343,3,CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1177.2222222222222,1357.2222222222222,180.0,1.0876227990715337,0.5590185593782269,-223.64684695580843,583.6468469558084,False
343,3,CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,11,1177.2222222222222,1103.8636363636363,-73.35858585858591,-0.46489309006388113,0.934369934040481,-458.2207536978903,311.5035819807185,False
344,6,CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,12,1281.9444444444443,1506.25,224.30555555555566,1.3883988907143687,0.3778001388164317,-172.5313419473676,621.1424530584788,False
344,6,CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,8,1281.9444444444443,1330.9375,48.99305555555566,0.27519992482002714,0.9853159223818508,-388.2999072717262,486.28601838283754,False
344,6,CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,9,1281.9444444444443,1024.4444444444443,-257.5,-1.4909239376991825,0.3228787246642443,-681.736488253219,166.73648825321897,False
345,5,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,10,1299.7727272727273,1487.75,187.97727272727275,1.216792962192913,0.4930915867858814,-192.81503970508783,568.7695851596334,False
345,5,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,8,1299.7727272727273,1330.3125,30.539772727272748,0.18588955422695122,0.995675177212515,-374.41855250539163,435.4980979599371,False
345,5,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,10,1299.7727272727273,1022.75,-277.02272727272725,-1.7931918046390298,0.19843471820169112,-657.8150397050879,103.76958515963332,False
346,8,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,9,1247.1875,1585.0,337.8125,1.9060904433844408,0.15561363313608534,-97.59757554505308,773.2225755450531,False
346,8,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,8,1247.1875,1359.375,112.1875,0.6151775337732115,0.8664901446483647,-335.84577147661696,560.220771476617,False
346,8,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,11,1247.1875,1103.8636363636363,-143.32386363636374,-0.8456858099152177,0.7258747711791393,-559.6903125210604,273.0425852483329,False
347,8,DREADD/CNO__r2__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,9,1299.7727272727273,1541.111111111111,241.33838383838383,1.459380071052649,0.35422305775508467,-168.81729481784805,651.4940624946157,False
347,8,DREADD/CNO__r2__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,7,1299.7727272727273,1328.9285714285713,29.15584415584408,0.16389818414852927,0.9971158571860467,-412.05097711395916,470.3626654256473,False
347,8,DREADD/CNO__r2__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,9,1299.7727272727273,1023.0555555555555,-276.7171717171717,-1.6733166075750683,0.25028268124662323,-686.8728503734036,133.43850693906018,False
348,8,DREADD/CNO__r2__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,10,1224.0,1516.0,292.0,1.9233980573014096,0.15674641381871912,-83.80146803393541,667.8014680339354,False
348,8,DREADD/CNO__r2__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,7,1224.0,1427.5,203.5,1.216438878997376,0.4934416340211928,-210.61304852314322,617.6130485231432,False
348,8,DREADD/CNO__r2__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,9,1224.0,1088.3333333333333,-135.66666666666674,-0.8697990483974121,0.7259443152479099,-521.7659719807816,250.4326386474482,False
349,6,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,9,1299.7727272727273,1623.611111111111,323.83838383838383,1.8921846159813325,0.16647596007774368,-98.61014775548284,746.2869154322505,False
349,6,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,7,1299.7727272727273,1328.9285714285713,29.15584415584408,0.15836795711732998,0.9973448284394593,-425.27446968322045,483.5861579949086,False
349,6,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,11,1299.7727272727273,1114.7727272727273,-185.0,-1.13942477292251,0.5467171433995881,-585.7698662090661,215.76986620906615,False
350,7,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,8,1298.5,1575.9375,277.4375,1.620636842233249,0.26776452797861827,-145.0879561644515,699.9629561644515,False
350,7,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1298.5,1447.8125,149.3125,0.872201265171262,0.7225455371907572,-273.2129561644515,571.8379561644515,False
350,7,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,11,1298.5,1103.8636363636363,-194.63636363636374,-1.2343049811022933,0.47977156897725415,-583.8382397022344,194.5655124295069,False
351,8,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,10,1298.5,1547.25,248.75,1.530905059325847,0.3118689349980043,-153.39788062488037,650.8978806248804,False
351,8,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1298.5,1330.3125,31.8125,0.1845893784054503,0.9957281607921402,-394.7297401444767,458.3547401444767,False
351,8,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,8,1298.5,1031.5625,-266.9375,-1.548882583830409,0.3030368909106521,-693.4797401444766,159.6047401444767,False
352,4,DREADD/CNO__r1__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,11,1299.7727272727273,1469.7727272727273,170.0,1.1327410611163164,0.5466086540231011,-199.2820927273973,539.2820927273973,False
352,4,DREADD/CNO__r1__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,8,1299.7727272727273,1350.3125,50.53977272727275,0.30902826084233026,0.9808336083569413,-351.8760582372126,452.9556036917581,False
352,4,DREADD/CNO__r1__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,10,1299.7727272727273,1022.75,-277.02272727272725,-1.8013681235309706,0.19428775248599073,-655.4242695655439,101.37881502008946,False
353,4,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r7__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,11,1135.2777777777778,1557.5,422.2222222222222,2.7039028678535795,0.027273688861015,40.38619204834964,804.0582523960948,True
353,4,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r7__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1135.2777777777778,1357.2222222222222,221.94444444444434,1.3551829692976,0.3919954139807107,-178.52856255207814,622.4174514409668,False
353,4,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r7__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,11,1135.2777777777778,1212.2727272727273,76.99494949494942,0.4930741533543993,0.9240642765263092,-304.8410806789231,458.83097966882195,False
