sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,control_condition,treatment_condition,n_control,n_treatment,mean_auc_control,mean_auc_treatment,mean_difference_treatment_minus_control,dunnett_statistic,dunnett_pvalue_adjusted,ci_low_difference,ci_high_difference,significant_dunnett_adjusted_alpha
1,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,7,11,1065.357142857143,1557.5,492.1428571428571,3.461913224372858,0.004152960908434533,144.2092931272686,840.0764211584456,True
1,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,7,9,1065.357142857143,1357.2222222222222,291.8650793650793,1.9697372643203213,0.1343433571586058,-70.79115886386529,654.5213175940239,False
1,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,7,9,1065.357142857143,1006.9444444444445,-58.41269841269843,-0.39421526214541325,0.955348761641428,-421.068936641643,304.24353981624614,False
2,8,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,7,11,1122.142857142857,1518.409090909091,396.2662337662339,2.867862096786508,0.01877364374587731,58.03157778717866,734.5008897452891,True
2,8,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,7,8,1122.142857142857,1447.8125,325.6696428571429,2.2018500972566244,0.08453711619108828,-36.38892566083649,687.7282113751223,False
2,8,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,7,10,1122.142857142857,1022.75,-99.39285714285711,-0.7057352680057777,0.8065039478013512,-444.1415710111007,245.3558567253865,False
3,8,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,10,1411.9444444444443,1594.25,182.30555555555566,1.3305516682339324,0.41493137144637315,-155.7068881854832,520.3179992965945,False
3,8,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,8,1411.9444444444443,1447.8125,35.86805555555566,0.24753522403581274,0.989408457136222,-321.5984506141623,393.3345617252736,False
3,8,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,9,1411.9444444444443,1042.7777777777778,-369.1666666666665,-2.6261294086288793,0.03469973236486601,-715.9601166803734,-22.373216652959627,True
4,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,10,1067.1875,1598.5,531.3125,3.4853964129622987,0.003979249175320998,156.7213312994781,905.9036687005218,True
4,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,7,1067.1875,1318.5714285714287,251.38392857142867,1.5113995842472656,0.3100789944785284,-157.32854410288434,660.0964012457416,False
4,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,11,1067.1875,1114.7727272727273,47.58522727272725,0.31866186160034043,0.976981573924921,-319.36041932988314,414.53087387533765,False
5,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,11,1339.0,1535.0,196.0,1.378459708222269,0.3923636074176935,-154.97803716422044,546.9780371642205,False
5,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,7,1339.0,1430.7142857142858,91.71428571428578,0.5718904669473308,0.8965958615049789,-304.146130323619,487.57470175219055,False
5,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,9,1339.0,969.1666666666666,-369.83333333333337,-2.473442483580806,0.04939314628615621,-738.9147524740051,-0.7519141926616726,True
6,6,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,10,1299.7727272727273,1594.25,294.47727272727275,1.9942122711603218,0.13651787879022415,-69.95491253082741,658.9094579853729,False
6,6,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,9,1299.7727272727273,1357.2222222222222,57.44949494949492,0.37820017141781426,0.9667066813174467,-317.4378851793753,432.33687507836515,False
6,6,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,8,1299.7727272727273,964.375,-335.39772727272725,-2.135785126705444,0.10270426315855563,-722.9576715907067,52.16221704525225,False
7,8,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,10,1331.111111111111,1576.0,244.8888888888889,1.6082718945695436,0.2702347269915074,-130.82113054762868,620.5989083254065,False
7,8,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,7,1331.111111111111,1463.2142857142858,132.1031746031747,0.7909872357004404,0.7702465694001993,-279.98195961133155,544.188308817681,False
7,8,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,10,1331.111111111111,1022.75,-308.3611111111111,-2.025116413522743,0.12653397484321482,-684.0711305476286,67.34890832540651,False
8,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,9,1293.0,1643.888888888889,350.8888888888889,2.199760233694725,0.09032207687023897,-43.96521651366788,745.7429942914457,False
8,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,7,1293.0,1318.5714285714287,25.57142857142867,0.14946545433456154,0.9977151535178193,-397.93163154701074,449.0744886898681,False
8,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,10,1293.0,1022.75,-270.25,-1.7406521109370008,0.219253073765736,-654.572764706312,114.072764706312,False
9,8,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,9,1337.2222222222222,1632.7777777777778,295.55555555555566,1.8160331964559462,0.18777730871845644,-105.93655861001264,697.047669721124,False
9,8,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,8,1337.2222222222222,1330.3125,-6.909722222222172,-0.041188955136957084,0.9999487943548973,-420.7583208615178,406.93887641707346,False
9,8,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,10,1337.2222222222222,1022.75,-314.4722222222222,-1.9824632385423187,0.1373352651612434,-705.7983290056577,76.85388456121342,False
10,8,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,6,12,976.25,1506.25,530.0,3.2147154106081173,0.007715661929166284,128.7806201653147,931.2193798346852,True
10,8,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,6,8,976.25,1330.9375,354.6875,1.9917698357223805,0.12508960571321048,-78.67896064743445,788.0539606474345,False
10,8,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,6,10,976.25,1075.75,99.5,0.584353139237791,0.8678996937476858,-314.877593673441,513.877593673441,False
11,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,10,1339.375,1598.5,259.125,1.6090602949113506,0.2637945447812361,-136.48051103927259,654.7305110392726,False
11,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,8,1339.375,1371.5625,32.1875,0.18961448217062124,0.9948492319209975,-384.81732326632897,449.19232326632897,False
11,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,10,1339.375,1022.75,-316.625,-1.9661117834107338,0.13876218470069868,-712.2305110392726,78.98051103927259,False
12,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,9,1332.2222222222222,1643.888888888889,311.66666666666674,1.913757830593155,0.15649883110500395,-90.05888232077837,713.3922156541119,False
12,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1332.2222222222222,1357.2222222222222,25.0,0.1535099864112156,0.9973920149888629,-376.7255489874451,426.7255489874451,False
12,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,9,1332.2222222222222,1023.0555555555555,-309.16666666666663,-1.8984068319520326,0.1611482868392765,-710.8922156541117,92.55888232077848,False
13,6,DREADD/CNO__r8__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,11,1197.1875,1480.0,282.8125,2.07269365261689,0.11039442142797828,-51.030798274923995,616.655798274924,False
13,6,DREADD/CNO__r8__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,9,1197.1875,1357.2222222222222,160.03472222222217,1.12157414406668,0.5330722134646774,-189.07778699042143,509.1472314348658,False
13,6,DREADD/CNO__r8__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,10,1197.1875,1022.75,-174.4375,-1.2523351655150348,0.44900970390419126,-515.2366140417337,166.36161404173367,False
14,6,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,11,1415.5555555555557,1557.5,141.94444444444434,0.9718897760464209,0.6446106390982753,-216.70105740270708,500.58994629159577,False
14,6,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1415.5555555555557,1357.2222222222222,-58.333333333333485,-0.3808194009577572,0.963049395466694,-434.48390902705034,317.8172423603834,False
14,6,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,9,1415.5555555555557,1023.0555555555555,-392.5000000000001,-2.562370540730046,0.03912106503279156,-768.650575693717,-16.349424306283254,True
15,8,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,7,12,1188.5714285714287,1506.25,317.67857142857133,2.02890407745721,0.1198961058536705,-65.70077592941561,701.0579187865583,False
15,8,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,7,9,1188.5714285714287,1357.2222222222222,168.6507936507935,1.016504777135291,0.5986742964327199,-237.58788683411268,574.8894741356996,False
15,8,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,7,8,1188.5714285714287,969.375,-219.19642857142867,-1.2864491047441966,0.42379158455557986,-636.3953455077726,198.00248836491534,False
