posthoc_rank,sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,anova_pvalue,minimum_dunnett_adjusted_pvalue,significant_dunnett_conditions,has_significant_dunnett_contrast
175,189,7,CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.028534653239060643,0.13355473940803486,,False
176,243,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.034846804876220994,0.134136023090344,,False
177,336,6,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,0.0440401749902453,0.1344526995999129,,False
178,120,7,DREADD/CNO__r3__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.021981002583366115,0.1347257488982767,,False
179,218,5,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.032055724051763705,0.13475481052986282,,False
180,105,6,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.019856981730335167,0.1352968681551956,,False
181,26,7,DREADD/CNO__r4__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.010929720536697001,0.13646440265406845,,False
182,82,4,CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.01765260248437367,0.13720392633430434,,False
183,9,8,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.006229285634686453,0.1373352651612434,,False
184,148,5,DREADD/CNO__r10__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.025080090496112182,0.13743546052605216,,False
185,119,6,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.021864667191891538,0.13843057619502197,,False
186,11,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.00676975240955048,0.13876218470069868,,False
187,65,8,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.01553104835541482,0.1389669057158195,,False
188,40,3,CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.01295174405522935,0.13925183427492893,,False
189,368,6,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.046568993544663005,0.1392850082419319,,False
190,31,7,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.011495211293815989,0.13944044842115888,,False
191,130,3,CONTROL/MEDIA__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.02315571290373237,0.13947374882752261,,False
192,214,8,DREADD/CNO__r2__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03121810231931482,0.14008624445304985,,False
193,86,6,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.017886841684323942,0.14064754239777533,,False
194,325,6,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04293420374741853,0.14090674195759534,,False
195,377,7,DREADD/CNO__r3__sNA | DREADD/CNO__r8__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.047602097701871175,0.14256115574913075,,False
196,391,4,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.04884537561750655,0.14286336001344901,,False
197,354,6,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04580058306740291,0.1458471690080232,,False
198,151,5,PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA | PSAM/uPSEM__r12__sNA,PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.025318057144323926,0.1458552381144832,,False
199,312,5,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04199752779109024,0.14599468769601764,,False
200,109,7,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.020585834681059338,0.1467113094451894,,False
201,166,4,CONTROL/MEDIA__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.026019871814093345,0.14812210639519574,,False
202,191,3,CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.028611705366375646,0.14817748287581312,,False
203,36,7,CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.012346547741843947,0.14818187289363782,,False
204,24,8,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.010433663429008413,0.14858930567182937,,False
205,221,7,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03241994941428545,0.15029461294659352,,False
206,379,7,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.0477434183746698,0.1529734197992988,,False
207,173,8,DREADD/CNO__r3__sNA | DREADD/CNO__r8__sNA | DREADD/CNO__r10__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02698898065511534,0.15310060308873852,,False
208,103,7,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.019754946957051857,0.15494497564319265,,False
209,94,7,DREADD/CNO__r3__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.01855758540217384,0.15535363889301412,,False
210,346,8,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.044791230796039395,0.15561363313608534,,False
211,118,5,CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.021745597535318736,0.1557301582663314,,False
212,153,6,DREADD/CNO__r9__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0253756872902374,0.1559662193197976,,False
213,77,7,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | DREADD/CNO__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.017102724433988418,0.15641564869086866,,False
214,12,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.006780530957906205,0.15649883110500395,,False
215,385,6,DREADD/CNO__r9__sNA | DREADD/CNO__r10__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.048114995344305196,0.1566993593264211,,False
216,348,8,DREADD/CNO__r2__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.044975812573264023,0.15674641381871912,,False
217,140,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.02437727080885859,0.15692815208803146,,False
218,42,7,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.013208998885432213,0.15717144653014414,,False
219,232,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.033490226829793926,0.15960315490151988,,False
220,175,7,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.027428377680285075,0.1602921977791525,,False
221,199,8,DREADD/CNO__r9__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02927915785510015,0.16133718697051147,,False
222,334,8,CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.044019860439950036,0.1616445575109231,,False
223,80,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.017509504216647646,0.16174090290070398,,False
224,326,5,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04297769481191651,0.16252568485449603,,False
225,257,6,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03633355573211966,0.1626470378382694,,False
226,332,8,DREADD/CNO__r1__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r6__sNA | DREADD/CNO__r7__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04388318301757421,0.16413422158697633,,False
227,328,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04319442044603868,0.16541808195768082,,False
228,162,5,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.025857346253430218,0.16563025204173043,,False
229,349,6,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04508090490871822,0.16647596007774368,,False
230,372,5,DREADD/CNO__r3__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.046887703603716004,0.16683017520184695,,False
231,133,7,DREADD/CNO__r7__sNA | DREADD/CNO__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.024038701474413324,0.1672328668371298,,False
232,161,5,CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.025754289706451064,0.16728418207013362,,False
233,322,3,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM,0.04286671061731303,0.167405117337877,,False
234,365,5,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.046315541822127555,0.16747562520059855,,False
235,268,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r8__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,0.03711091143493683,0.16825837136492172,,False
236,342,7,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.04429071984168537,0.16964185034864077,,False
237,306,6,CONTROL/MEDIA__r4__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04120388912250565,0.1702291221094252,,False
238,269,7,DREADD/CNO__r4__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03715756168253934,0.17125601289538983,,False
239,99,7,DREADD/CNO__r12__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.019264960290118042,0.17210202994882828,,False
240,402,8,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r3__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04975301956468506,0.1726202354070384,,False
