radius_um,analysis_group,condition,replicate,sample_id,intersections,source_condition
210.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
215.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
220.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
225.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
230.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
235.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
240.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
245.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
250.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
255.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
260.0,Group II (Expression only),PSAM_Vehicle,5,,2.0,PSAM
265.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
270.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
275.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
280.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
285.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
290.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
295.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
300.0,Group II (Expression only),PSAM_Vehicle,5,,1.0,PSAM
20.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
25.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
30.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
35.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
40.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
45.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
50.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
55.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
60.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
65.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
70.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
75.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
80.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
85.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
90.0,Group II (Expression only),PSAM_Vehicle,6,,5.0,PSAM
95.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
100.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
105.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
110.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
115.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
120.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
125.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
130.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
135.0,Group II (Expression only),PSAM_Vehicle,6,,6.0,PSAM
140.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
145.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
150.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
155.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
160.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
165.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
170.0,Group II (Expression only),PSAM_Vehicle,6,,4.0,PSAM
175.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
180.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
185.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
190.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
195.0,Group II (Expression only),PSAM_Vehicle,6,,3.0,PSAM
200.0,Group II (Expression only),PSAM_Vehicle,6,,2.0,PSAM
205.0,Group II (Expression only),PSAM_Vehicle,6,,2.0,PSAM
210.0,Group II (Expression only),PSAM_Vehicle,6,,2.0,PSAM
215.0,Group II (Expression only),PSAM_Vehicle,6,,2.0,PSAM
220.0,Group II (Expression only),PSAM_Vehicle,6,,2.0,PSAM
225.0,Group II (Expression only),PSAM_Vehicle,6,,2.0,PSAM
230.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
235.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
240.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
245.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
250.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
255.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
260.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
265.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
270.0,Group II (Expression only),PSAM_Vehicle,6,,1.0,PSAM
10.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
15.0,Group II (Expression only),PSAM_Vehicle,7,,3.0,PSAM
20.0,Group II (Expression only),PSAM_Vehicle,7,,6.0,PSAM
25.0,Group II (Expression only),PSAM_Vehicle,7,,7.0,PSAM
30.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
35.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
40.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
45.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
50.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
55.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
60.0,Group II (Expression only),PSAM_Vehicle,7,,8.0,PSAM
65.0,Group II (Expression only),PSAM_Vehicle,7,,6.0,PSAM
70.0,Group II (Expression only),PSAM_Vehicle,7,,6.0,PSAM
75.0,Group II (Expression only),PSAM_Vehicle,7,,6.0,PSAM
80.0,Group II (Expression only),PSAM_Vehicle,7,,6.0,PSAM
85.0,Group II (Expression only),PSAM_Vehicle,7,,5.0,PSAM
90.0,Group II (Expression only),PSAM_Vehicle,7,,4.0,PSAM
95.0,Group II (Expression only),PSAM_Vehicle,7,,4.0,PSAM
100.0,Group II (Expression only),PSAM_Vehicle,7,,3.0,PSAM
105.0,Group II (Expression only),PSAM_Vehicle,7,,3.0,PSAM
110.0,Group II (Expression only),PSAM_Vehicle,7,,3.0,PSAM
115.0,Group II (Expression only),PSAM_Vehicle,7,,3.0,PSAM
120.0,Group II (Expression only),PSAM_Vehicle,7,,3.0,PSAM
125.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
130.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
135.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
140.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
145.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
150.0,Group II (Expression only),PSAM_Vehicle,7,,2.0,PSAM
155.0,Group II (Expression only),PSAM_Vehicle,7,,1.0,PSAM
160.0,Group II (Expression only),PSAM_Vehicle,7,,1.0,PSAM
10.0,Group II (Expression only),PSAM_Vehicle,8,,1.0,PSAM
15.0,Group II (Expression only),PSAM_Vehicle,8,,4.0,PSAM
20.0,Group II (Expression only),PSAM_Vehicle,8,,5.0,PSAM
25.0,Group II (Expression only),PSAM_Vehicle,8,,6.0,PSAM
30.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
35.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
40.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
45.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
50.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
55.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
60.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
65.0,Group II (Expression only),PSAM_Vehicle,8,,9.0,PSAM
70.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
75.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
80.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
85.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
90.0,Group II (Expression only),PSAM_Vehicle,8,,9.0,PSAM
95.0,Group II (Expression only),PSAM_Vehicle,8,,9.0,PSAM
100.0,Group II (Expression only),PSAM_Vehicle,8,,9.0,PSAM
105.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
110.0,Group II (Expression only),PSAM_Vehicle,8,,9.0,PSAM
115.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
120.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
125.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
130.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
135.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
140.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
145.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
150.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
155.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
160.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
165.0,Group II (Expression only),PSAM_Vehicle,8,,8.0,PSAM
170.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
175.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
180.0,Group II (Expression only),PSAM_Vehicle,8,,7.0,PSAM
185.0,Group II (Expression only),PSAM_Vehicle,8,,6.0,PSAM
190.0,Group II (Expression only),PSAM_Vehicle,8,,6.0,PSAM
195.0,Group II (Expression only),PSAM_Vehicle,8,,6.0,PSAM
200.0,Group II (Expression only),PSAM_Vehicle,8,,6.0,PSAM
205.0,Group II (Expression only),PSAM_Vehicle,8,,5.0,PSAM
210.0,Group II (Expression only),PSAM_Vehicle,8,,5.0,PSAM
215.0,Group II (Expression only),PSAM_Vehicle,8,,4.0,PSAM
220.0,Group II (Expression only),PSAM_Vehicle,8,,4.0,PSAM
225.0,Group II (Expression only),PSAM_Vehicle,8,,1.0,PSAM
230.0,Group II (Expression only),PSAM_Vehicle,8,,1.0,PSAM
235.0,Group II (Expression only),PSAM_Vehicle,8,,1.0,PSAM
10.0,Group II (Expression only),PSAM_Vehicle,9,,2.0,PSAM
15.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
20.0,Group II (Expression only),PSAM_Vehicle,9,,6.0,PSAM
25.0,Group II (Expression only),PSAM_Vehicle,9,,8.0,PSAM
30.0,Group II (Expression only),PSAM_Vehicle,9,,8.0,PSAM
35.0,Group II (Expression only),PSAM_Vehicle,9,,8.0,PSAM
40.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
45.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
50.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
55.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
60.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
65.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
70.0,Group II (Expression only),PSAM_Vehicle,9,,9.0,PSAM
75.0,Group II (Expression only),PSAM_Vehicle,9,,7.0,PSAM
80.0,Group II (Expression only),PSAM_Vehicle,9,,7.0,PSAM
85.0,Group II (Expression only),PSAM_Vehicle,9,,7.0,PSAM
90.0,Group II (Expression only),PSAM_Vehicle,9,,6.0,PSAM
95.0,Group II (Expression only),PSAM_Vehicle,9,,5.0,PSAM
100.0,Group II (Expression only),PSAM_Vehicle,9,,5.0,PSAM
105.0,Group II (Expression only),PSAM_Vehicle,9,,4.0,PSAM
110.0,Group II (Expression only),PSAM_Vehicle,9,,4.0,PSAM
115.0,Group II (Expression only),PSAM_Vehicle,9,,4.0,PSAM
120.0,Group II (Expression only),PSAM_Vehicle,9,,4.0,PSAM
125.0,Group II (Expression only),PSAM_Vehicle,9,,4.0,PSAM
130.0,Group II (Expression only),PSAM_Vehicle,9,,4.0,PSAM
135.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
140.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
145.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
150.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
155.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
160.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
165.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
170.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
175.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
180.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
185.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
190.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
195.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
200.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
205.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
210.0,Group II (Expression only),PSAM_Vehicle,9,,3.0,PSAM
215.0,Group II (Expression only),PSAM_Vehicle,9,,2.0,PSAM
220.0,Group II (Expression only),PSAM_Vehicle,9,,2.0,PSAM
225.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
230.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
235.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
240.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
245.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
250.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
255.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
260.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
265.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
270.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
275.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
280.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
285.0,Group II (Expression only),PSAM_Vehicle,9,,1.0,PSAM
15.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
20.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
25.0,Group II (Expression only),PSAM_Vehicle,10,,5.0,PSAM
30.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
35.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
40.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
45.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
50.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
55.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
60.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
65.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
70.0,Group II (Expression only),PSAM_Vehicle,10,,7.0,PSAM
75.0,Group II (Expression only),PSAM_Vehicle,10,,7.0,PSAM
80.0,Group II (Expression only),PSAM_Vehicle,10,,7.0,PSAM
85.0,Group II (Expression only),PSAM_Vehicle,10,,8.0,PSAM
90.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
95.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
100.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
105.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
110.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
115.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
120.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
125.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
130.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
135.0,Group II (Expression only),PSAM_Vehicle,10,,6.0,PSAM
140.0,Group II (Expression only),PSAM_Vehicle,10,,5.0,PSAM
145.0,Group II (Expression only),PSAM_Vehicle,10,,5.0,PSAM
150.0,Group II (Expression only),PSAM_Vehicle,10,,5.0,PSAM
155.0,Group II (Expression only),PSAM_Vehicle,10,,5.0,PSAM
160.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
165.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
170.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
175.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
180.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
185.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
190.0,Group II (Expression only),PSAM_Vehicle,10,,4.0,PSAM
195.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
200.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
205.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
210.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
215.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
220.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
225.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
230.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
235.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
240.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
245.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
250.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
255.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
260.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
265.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
270.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
275.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
280.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
285.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
290.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
295.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
300.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
305.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
310.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
315.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
320.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
325.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
330.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
335.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
340.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
345.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
350.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
355.0,Group II (Expression only),PSAM_Vehicle,10,,2.0,PSAM
360.0,Group II (Expression only),PSAM_Vehicle,10,,1.0,PSAM
365.0,Group II (Expression only),PSAM_Vehicle,10,,1.0,PSAM
370.0,Group II (Expression only),PSAM_Vehicle,10,,1.0,PSAM
375.0,Group II (Expression only),PSAM_Vehicle,10,,3.0,PSAM
5.0,Group III (Effector only),None_CNO,1,,1.0,CNO
10.0,Group III (Effector only),None_CNO,1,,3.0,CNO
15.0,Group III (Effector only),None_CNO,1,,4.0,CNO
20.0,Group III (Effector only),None_CNO,1,,5.0,CNO
25.0,Group III (Effector only),None_CNO,1,,6.0,CNO
30.0,Group III (Effector only),None_CNO,1,,6.0,CNO
35.0,Group III (Effector only),None_CNO,1,,6.0,CNO
40.0,Group III (Effector only),None_CNO,1,,7.0,CNO
45.0,Group III (Effector only),None_CNO,1,,6.0,CNO
50.0,Group III (Effector only),None_CNO,1,,6.0,CNO
55.0,Group III (Effector only),None_CNO,1,,5.0,CNO
60.0,Group III (Effector only),None_CNO,1,,5.0,CNO
65.0,Group III (Effector only),None_CNO,1,,5.0,CNO
70.0,Group III (Effector only),None_CNO,1,,5.0,CNO
75.0,Group III (Effector only),None_CNO,1,,8.0,CNO
80.0,Group III (Effector only),None_CNO,1,,9.0,CNO
85.0,Group III (Effector only),None_CNO,1,,7.0,CNO
90.0,Group III (Effector only),None_CNO,1,,7.0,CNO
95.0,Group III (Effector only),None_CNO,1,,7.0,CNO
100.0,Group III (Effector only),None_CNO,1,,8.0,CNO
105.0,Group III (Effector only),None_CNO,1,,9.0,CNO
110.0,Group III (Effector only),None_CNO,1,,6.0,CNO
115.0,Group III (Effector only),None_CNO,1,,6.0,CNO
120.0,Group III (Effector only),None_CNO,1,,6.0,CNO
125.0,Group III (Effector only),None_CNO,1,,7.0,CNO
130.0,Group III (Effector only),None_CNO,1,,7.0,CNO
135.0,Group III (Effector only),None_CNO,1,,7.0,CNO
140.0,Group III (Effector only),None_CNO,1,,7.0,CNO
145.0,Group III (Effector only),None_CNO,1,,6.0,CNO
150.0,Group III (Effector only),None_CNO,1,,8.0,CNO
155.0,Group III (Effector only),None_CNO,1,,8.0,CNO
160.0,Group III (Effector only),None_CNO,1,,10.0,CNO
165.0,Group III (Effector only),None_CNO,1,,6.0,CNO
170.0,Group III (Effector only),None_CNO,1,,5.0,CNO
175.0,Group III (Effector only),None_CNO,1,,1.0,CNO
180.0,Group III (Effector only),None_CNO,1,,1.0,CNO
185.0,Group III (Effector only),None_CNO,1,,1.0,CNO
190.0,Group III (Effector only),None_CNO,1,,1.0,CNO
195.0,Group III (Effector only),None_CNO,1,,1.0,CNO
200.0,Group III (Effector only),None_CNO,1,,1.0,CNO
205.0,Group III (Effector only),None_CNO,1,,1.0,CNO
210.0,Group III (Effector only),None_CNO,1,,1.0,CNO
215.0,Group III (Effector only),None_CNO,1,,1.0,CNO
220.0,Group III (Effector only),None_CNO,1,,3.0,CNO
225.0,Group III (Effector only),None_CNO,1,,1.0,CNO
230.0,Group III (Effector only),None_CNO,1,,1.0,CNO
235.0,Group III (Effector only),None_CNO,1,,1.0,CNO
240.0,Group III (Effector only),None_CNO,1,,1.0,CNO
245.0,Group III (Effector only),None_CNO,1,,1.0,CNO
250.0,Group III (Effector only),None_CNO,1,,1.0,CNO
255.0,Group III (Effector only),None_CNO,1,,1.0,CNO
260.0,Group III (Effector only),None_CNO,1,,1.0,CNO
265.0,Group III (Effector only),None_CNO,1,,1.0,CNO
270.0,Group III (Effector only),None_CNO,1,,1.0,CNO
275.0,Group III (Effector only),None_CNO,1,,1.0,CNO
280.0,Group III (Effector only),None_CNO,1,,1.0,CNO
285.0,Group III (Effector only),None_CNO,1,,1.0,CNO
290.0,Group III (Effector only),None_CNO,1,,1.0,CNO
295.0,Group III (Effector only),None_CNO,1,,1.0,CNO
300.0,Group III (Effector only),None_CNO,1,,1.0,CNO
305.0,Group III (Effector only),None_CNO,1,,1.0,CNO
5.0,Group III (Effector only),None_CNO,2,,1.0,CNO
10.0,Group III (Effector only),None_CNO,2,,11.0,CNO
15.0,Group III (Effector only),None_CNO,2,,14.0,CNO
20.0,Group III (Effector only),None_CNO,2,,24.0,CNO
25.0,Group III (Effector only),None_CNO,2,,16.0,CNO
30.0,Group III (Effector only),None_CNO,2,,13.0,CNO
35.0,Group III (Effector only),None_CNO,2,,13.0,CNO
40.0,Group III (Effector only),None_CNO,2,,9.0,CNO
45.0,Group III (Effector only),None_CNO,2,,9.0,CNO
50.0,Group III (Effector only),None_CNO,2,,7.0,CNO
55.0,Group III (Effector only),None_CNO,2,,8.0,CNO
60.0,Group III (Effector only),None_CNO,2,,7.0,CNO
65.0,Group III (Effector only),None_CNO,2,,5.0,CNO
70.0,Group III (Effector only),None_CNO,2,,6.0,CNO
75.0,Group III (Effector only),None_CNO,2,,3.0,CNO
80.0,Group III (Effector only),None_CNO,2,,3.0,CNO
5.0,Group III (Effector only),None_CNO,3,,0.0,CNO
10.0,Group III (Effector only),None_CNO,3,,6.0,CNO
15.0,Group III (Effector only),None_CNO,3,,15.0,CNO
20.0,Group III (Effector only),None_CNO,3,,17.0,CNO
25.0,Group III (Effector only),None_CNO,3,,19.0,CNO
30.0,Group III (Effector only),None_CNO,3,,24.0,CNO
35.0,Group III (Effector only),None_CNO,3,,26.0,CNO
40.0,Group III (Effector only),None_CNO,3,,29.0,CNO
45.0,Group III (Effector only),None_CNO,3,,26.0,CNO
50.0,Group III (Effector only),None_CNO,3,,27.0,CNO
55.0,Group III (Effector only),None_CNO,3,,27.0,CNO
60.0,Group III (Effector only),None_CNO,3,,28.0,CNO
65.0,Group III (Effector only),None_CNO,3,,28.0,CNO
70.0,Group III (Effector only),None_CNO,3,,23.0,CNO
75.0,Group III (Effector only),None_CNO,3,,24.0,CNO
80.0,Group III (Effector only),None_CNO,3,,20.0,CNO
85.0,Group III (Effector only),None_CNO,3,,19.0,CNO
90.0,Group III (Effector only),None_CNO,3,,17.0,CNO
95.0,Group III (Effector only),None_CNO,3,,20.0,CNO
100.0,Group III (Effector only),None_CNO,3,,14.0,CNO
105.0,Group III (Effector only),None_CNO,3,,13.0,CNO
110.0,Group III (Effector only),None_CNO,3,,12.0,CNO
115.0,Group III (Effector only),None_CNO,3,,13.0,CNO
120.0,Group III (Effector only),None_CNO,3,,12.0,CNO
125.0,Group III (Effector only),None_CNO,3,,10.0,CNO
130.0,Group III (Effector only),None_CNO,3,,10.0,CNO
135.0,Group III (Effector only),None_CNO,3,,7.0,CNO
140.0,Group III (Effector only),None_CNO,3,,6.0,CNO
145.0,Group III (Effector only),None_CNO,3,,6.0,CNO
150.0,Group III (Effector only),None_CNO,3,,5.0,CNO
155.0,Group III (Effector only),None_CNO,3,,4.0,CNO
160.0,Group III (Effector only),None_CNO,3,,4.0,CNO
165.0,Group III (Effector only),None_CNO,3,,2.0,CNO
170.0,Group III (Effector only),None_CNO,3,,1.0,CNO
175.0,Group III (Effector only),None_CNO,3,,1.0,CNO
180.0,Group III (Effector only),None_CNO,3,,1.0,CNO
185.0,Group III (Effector only),None_CNO,3,,1.0,CNO
190.0,Group III (Effector only),None_CNO,3,,1.0,CNO
195.0,Group III (Effector only),None_CNO,3,,1.0,CNO
5.0,Group III (Effector only),None_CNO,4,,2.0,CNO
10.0,Group III (Effector only),None_CNO,4,,9.0,CNO
15.0,Group III (Effector only),None_CNO,4,,12.0,CNO
20.0,Group III (Effector only),None_CNO,4,,15.0,CNO
25.0,Group III (Effector only),None_CNO,4,,15.0,CNO
30.0,Group III (Effector only),None_CNO,4,,16.0,CNO
35.0,Group III (Effector only),None_CNO,4,,25.0,CNO
40.0,Group III (Effector only),None_CNO,4,,21.0,CNO
45.0,Group III (Effector only),None_CNO,4,,17.0,CNO
50.0,Group III (Effector only),None_CNO,4,,18.0,CNO
55.0,Group III (Effector only),None_CNO,4,,16.0,CNO
60.0,Group III (Effector only),None_CNO,4,,11.0,CNO
65.0,Group III (Effector only),None_CNO,4,,12.0,CNO
70.0,Group III (Effector only),None_CNO,4,,13.0,CNO
75.0,Group III (Effector only),None_CNO,4,,14.0,CNO
80.0,Group III (Effector only),None_CNO,4,,9.0,CNO
85.0,Group III (Effector only),None_CNO,4,,10.0,CNO
90.0,Group III (Effector only),None_CNO,4,,4.0,CNO
